id,书院名id(CBDB),书院id(CBDB),书院名,建院时间,建院年号,建院朝代,建書院者,繁盛朝代,书院地址,书院地址x坐标,书院地址y坐标,建築,建築時間,經費來源,經費數目,捐贈者,捐贈物資,捐贈時間,是否有藏書,是否有藏書備註,改建/擴建/重修者,改建/擴建/重修時間,重建者,重建時間,祀Y,書院類型,書院類型備註,出版物類型,出版物時間,重大事件,任職/學生,任職/就學時間,別稱,並稱,學派備註,被毀時間,被毀時間備註,設定制度者,設定制度時間,出版物,改制名稱,改制時間,信息來源,前身信息,经济制度,招生制度,藏书,书院制度,销毁的建筑（时间）,书院出处,书院出处页码,备注,信息收集
1096,2236,3385,石峰書院,1262,景定,南宋,,,豐城,115.785782,28.197754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,江西古代書院研究,113,,
1097,2237,3824,石峰精舍書院,1262,景定,南宋,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,江西古代書院研究,113,,
1098,2238,3680,石嶺山莊,1331,至順,蒙古元,,,浮梁州,117.2363586,29.38274193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,江西古代書院研究,222,,
1099,2239,3140,石月書院,1146,人慶,西夏,,,[未詳],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,江西古代書院研究,107,,
1100,2240,3658,石橋書院,1326,泰定,蒙古元,,,京山,113.116852,31.024815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101,2241,3198,石湖書院,1181,天禧,西遼,,,[未詳],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,320,,
1102,2242,3693,石溪書院,1337,至元,蒙古元,,,新昌??,114.7789,28.393312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,江西古代書院研究,223,多个出處:江西古代書院研究P223;元代書院之地理分佈P370.,
1103,2243,3205,石潭精舍,1181,天禧,西遼,,,[未詳],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,江西古代書院研究,109,,
1104,2244,2937,石澗書院,1119,宣和,南宋,,,東陽,120.227981,29.260567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,313,,
1105,2245,3719,石麓書院,1346,至正,蒙古元,,,安仁,116.903259,28.40443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,江西古代書院研究,223,,
1106,2246,2935,石鼓書堂,1119,宣和,南宋,,,建安,118.323784,27.038864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,337,,
1107,2247,3436,碧梧精舍,1269,咸淳,南宋,,,樂平,117.124092,28.964994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,江西古代書院研究,114;226,,
1108,2248,2885,碧沚講院,1119,宣和,南宋,,,鄞縣,121.542656,29.866316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,337,,
1109,2249,2979,碧泉書院,1119,宣和,南宋,胡安國,,湘潭,112.904414,27.704017,,,,,,,,,,,,,,,教學与研究,,,,,,,,,,,,,,,,,湖南书院史稿,,,,,,,宋代書院與宋代學術之關係,323,多个出處:宋代書院與宋代學術之關係P323;元代書院之地理分佈P385.,
1110,2250,3220,碧潤書院,1181,天禧,西遼,,,[未詳],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,江西古代書院研究,108,,
1111,2251,3235,碧澗書院,1208,嘉定,南宋,,,臨川,116.351341,27.984781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,304,,
1112,2252,3085,碧落洞天書院,1112,政和,南宋,,,弋陽,117.421311,28.401876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,江西古代書院研究,107,,
1113,2253,2886,磻溪書院,1119,宣和,南宋,,,吉水,115.132248,27.214367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,303,多个出處:宋代書院與宋代學術之關係P303;元代書院之地理分佈P370.,
1114,2254,3065,社平書院,1059,奲都,西夏,,,[未詳],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,310,多个出處:宋代書院與宋代學術之關係P310;江西古代書院研究P225.,
1115,2255,3268,禺山書院,1216,至寧,金,,,[未詳],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,327,,
1116,2256,3087,秀山書院,1104,崇寧,南宋,,,休寧,118.1757736,29.78119087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1117,2257,3077,秀峰書院,1092,天祐民安,西夏,,,[未詳],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1118,2258,3041,秀溪書院,979,太平興國,南宋,,,新建,115.89772,28.674896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,299,,
1119,2258,3260,秀溪書院,1203,嘉泰,南宋,,,安福,114.608452,27.382462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,304,多个出處:宋代書院與宋代學術之關係P304;江西古代書院研究P110.,
1120,2259,3332,科山書院,1238,嘉熙,南宋,,,惠安,118.802818,25.022078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,泉州古代書院,49,,
1121,2260,2922,秘閣書院,1119,宣和,南宋,,,歙縣,118.433945,29.86577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,334,,
1122,2261,3838,程子書院,1300,大德,蒙古元,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1123,2262,2970,稚峯書院,1119,宣和,南宋,,,淳安,118.965165,29.612287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,315,,
1124,2263,3800,穆清書院,1206,應天,西夏,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,330,多个出處:宋代書院與宋代學術之關係P330;元代書院之地理分佈P394;四川書院史P26.,
1125,2264,3138,竹園書院,1146,人慶,西夏,,,[未詳],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,304,多个出處:宋代書院與宋代學術之關係P304;江西古代書院研究P107.,
1126,2265,3331,竹林書院,1238,嘉熙,南宋,,,夔州,109.5251312,31.05475044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,330,多个出處:宋代書院與宋代學術之關係P330;元代書院之地理分佈P395.,
1127,2265,3355,竹林書院,1246,淳祐,南宋,,,公安,112.226486,30.057533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中國古代書院發展史,13;35,"多个出處:中國古代書院發展史P13,35;宋代書院與宋代學術之關係P333;元代書院之地理分佈P402;中國古代的書院制度P29.",
1128,2266,3231,竹梧書院,1181,天禧,西遼,,,[未詳],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,299,多个出處:宋代書院與宋代學術之關係P299;江西古代書院研究P109.,
1129,2267,3370,竹樓書院,1255,寶祐,南宋,,,新喻,114.931137,27.804075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,江西古代書院研究,113,,
1130,2268,3324,竹洲精舍,1235,端平,南宋,,,樂平,117.124092,28.964994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,江西古代書院研究,111,,
1131,2269,2975,竹洲講院,1119,宣和,南宋,,,鄞縣,121.542656,29.866316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,338,,
1132,2270,3513,竹溪書院,1300,大德,蒙古元,,,蒲圻,113.874611,29.708353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,元代書院之地理分佈,401,,
1133,2271,3646,竹莊書院,1317,延祐,蒙古元,,,安仁,116.903259,28.40443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,江西古代書院研究,221,,
1134,2272,3817,笏山書院,1236,端平,南宋,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中國古代書院發展史,11;35,"多个出處:中國古代書院發展史P11,35;宋代書院與宋代學術之關係P316;元代書院之地理分佈P377.",
1135,2273,3326,笏洲書院,1236,端平,南宋,,,龍泉,119.12091,28.082565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中國古代書院發展史,11;35,"多个出處:中國古代書院發展史P11,35;宋代書院與宋代學術之關係P316;元代書院之地理分佈P377.",
1136,2274,3053,笙竹書院,1019,天禧,南宋,（縣人）鄧咸建,,湘陰,112.8889,28.6753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,湖南书院史稿,,,,,,,宋代書院與宋代學術之關係,322,,
1137,2275,3454,管陶書院,1284,至元,蒙古元,,,廣昌,116.316567,26.836372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,江西古代書院研究,217,,
1138,2276,3128,籯金書院,1146,人慶,西夏,,,[未詳],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1139,2277,3346,紅泉精舍,1246,淳祐,南宋,,,臨川,116.351341,27.984781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,337,多个出處:宋代書院與宋代學術之關係P337;江西古代書院研究P112.,
1140,2278,3591,紫微書院,1300,大德,蒙古元,,,茶陵州,113.5521698,26.80197525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,元代書院之地理分佈,387,,
1141,2279,3592,紫溪書院,1300,大德,蒙古元,,,新樂,114.787605,38.395042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1142,2280,3282,紫芝書院,1210,皇建,西夏,,,[未詳],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,318,多个出處:宋代書院與宋代學術之關係P318;元代書院之地理分佈P381.,
1143,2281,3831,紹文書院,1269,咸淳,南宋,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中國古代書院發展史,12;32,"多个出處:中國古代書院發展史P12,32;宋代書院與宋代學術之關係P309;江西古代書院研究P219;元代書院之地理分佈P365;中國古代的書院制度P51;中國書院制度考略P21.",
1144,2282,3683,經歸書院,1331,至順,蒙古元,,,都昌,116.189186,29.272564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,江西古代書院研究,222,,
1145,2283,3709,綠槐書院,1355,至正,蒙古元,,,高安,115.372276,28.425598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,江西古代書院研究,223,,
1146,2284,2921,綠野書院,1119,宣和,南宋,,,武功,108.105102,34.332054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,336,,
1147,2285,3728,繡溪書院,1348,至正,蒙古元,,,無為州,117.9113159,31.29851532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中國古代的書院制度,52,多个出處:中國古代的書院制度P52;中國書院制度考略.,
1148,2286,2920,羅浮書院,1119,宣和,南宋,,,博羅,114.273606,23.172247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,326,多个出處:宋代書院與宋代學術之關係P326;元代書院之地理分佈P392.,
1149,2287,3342,羊額書院,1246,淳祐,南宋,,,廣州,113.2560654,23.13462448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,328,,
1150,2288,3062,義學書院,1044,慶曆,南宋,,,嘉魚,113.895576,29.975599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,332,,
1151,2289,3079,義方書院,1092,天祐民安,西夏,,,[未詳],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中國古代書院發展史,5;35,"多个出處:中國古代書院發展史P5,35;宋代書院與宋代學術之關係P301;江西古代書院研究P226.",
1152,2290,3786,義泉書院,1174,淳熙,南宋,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中國古代書院發展史,11;35,"多个出處:中國古代書院發展史P11,35;宋代書院與宋代學術之關係P310;江西古代書院研究P112,226;元代書院之地理分佈P371.",
1153,2291,3424,義齋書院,1269,咸淳,南宋,,,廣州,113.2560654,23.13462448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,328,,
1154,2292,3467,翔龍書院,1276,景炎,南宋,,,吳川,110.682602,21.350586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中國古代書院發展史,14;36,"多个出處:中國古代書院發展史P14,36;宋代書院與宋代學術之關係P329;元代書院之地理分佈P393.",
1155,2293,3302,翠峰書院,1243,淳祐,南宋,,,涇縣,118.406586,30.68671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1156,2294,3136,翠巖書院,1146,人慶,西夏,,,[未詳],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,309,多个出處:宋代書院與宋代學術之關係P309;江西古代書院研究P107.,
1157,2295,3473,翠雲書院,1300,大德,蒙古元,,,汀州路,116.3495407,25.83338165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,元代書院之地理分佈,379,,
1158,2296,3608,翬陽書院,1300,大德,蒙古元,,,績溪,118.5841065,30.07777214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中國古代的書院制度,52,多个出處:中國古代的書院制度P52;中國書院制度考略.,
1159,2297,3455,耒陽賓館,1284,至元,蒙古元,,,德興,117.580116,28.953411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,江西古代書院研究,217,,
1160,2298,3081,聖澤書院,1089,天儀治平,西夏,,,[未詳],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,336,多个出處:宋代書院與宋代學術之關係P336;元代書院之地理分佈P397.,
1161,2299,3653,聚奎書院,1322,至治,蒙古元,,,慈利州,111.1217117,29.42634201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,元代書院之地理分佈,384,,
1162,2300,3583,育英書院,1300,大德,蒙古元,,,肥城,116.766968,36.189663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1163,2301,3318,胡公書院,1226,寶義,西夏,,,[未詳],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,元代書院之地理分佈,391,多个出處:元代書院之地理分佈P391;中國古代的書院制度P30.,
1164,2302,3777,胡安之書院,1175,淳熙,南宋,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,302,多个出處:宋代書院與宋代學術之關係P302;江西古代書院研究P111;元代書院之地理分佈P371.,
1165,2303,3024,臨安書院,1119,宣和,南宋,,,撫州,116.3513413,27.98478127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中國古代的書院制度,30,,
1166,2304,3404,臨清書院,1279,至元,蒙古元,,,貴溪,117.202271,28.287901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,江西古代書院研究,217,,
1167,2305,3025,臨蒸精舍,1119,宣和,南宋,,,贛州,114.93248,25.847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中國古代的書院制度,29,,
1168,2306,2991,臺山書院,1119,宣和,南宋,,,酃縣,113.766647,26.49686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,324,,
1169,2307,2946,臺川書院,1119,宣和,南宋,,,平江,113.574943,28.709812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,325,,
1170,2308,3313,臼石書院,1226,寶義,西夏,,,[未詳],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,江西古代書院研究,111;225,,
1171,2309,3727,興文書院,1348,至正,蒙古元,,,無為州,117.9113159,31.29851532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,元代書院之地理分佈,404,多个出處:元代書院之地理分佈P404;中國古代的書院制度P52;中國書院制度考略.,
1172,2309,3747,興文書院,1119,宣和,南宋,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,335,,
1173,2309,3826,興文書院,1264,至元,蒙古元,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,328,多个出處:宋代書院與宋代學術之關係P328;元代書院之地理分佈P392.,
1174,2310,3464,興賢書院,1284,至元,蒙古元,,,廬陵,114.971275,27.103239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,江西古代書院研究,217,,
1175,2311,3076,興魯書院,1092,天祐民安,西夏,,,[未詳],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,304,,
1176,2312,3883,舊曲江書院,1170,乾道,南宋,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中國古代書院發展史,13;35,"多个出處:中國古代書院發展史P13,35;宋代書院與宋代學術之關係P326;中國古代的書院制度P28.",
1177,2313,2972,芝山書院,1119,宣和,南宋,,,無為,117.911316,31.298515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,333,,
1178,2313,3111,芝山書院,1203,嘉泰,南宋,,,龍溪,117.653053,24.511744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,322,多个出處:宋代書院與宋代學術之關係P322;元代書院之地理分佈P379;中國古代的書院制度P28.,
1179,2314,2971,芝蘭書院,1119,宣和,南宋,,,義寧,112.358116,22.511667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,301,,
1180,2315,3677,芳潤堂,1331,至順,蒙古元,,,玉山,118.240181,28.679602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,江西古代書院研究,222,,
1181,2316,2965,芸閣書院,1119,宣和,南宋,,,藍田,109.321556,34.153698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,336,,
1182,2317,3746,芹東書院,1119,宣和,南宋,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,324,,
1183,2318,3490,茂山書院,1300,大德,蒙古元,,,高州路,110.8538132,21.91921425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,元代書院之地理分佈,392,,
1184,2319,2895,范公書院,1119,宣和,南宋,,,青州,118.478098,36.69748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,336,,
1185,2320,3539,荊山書院,1300,大德,蒙古元,,,荊門州,112.1984177,31.02873039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1186,2321,3438,荷溪書院,1269,咸淳,南宋,,,新州,112.2250824,22.70291519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,江西古代書院研究,114;226,,
1187,2322,3730,莊山書院,1349,至正,蒙古元,,,吉安路,114.9712753,27.10323906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,江西古代書院研究,224,,
1188,2323,3803,莪峰書院,1208,嘉定,南宋,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,304,多个出處:宋代書院與宋代學術之關係P304;江西古代書院研究P110;元代書院之地理分佈P368.,
1189,2324,2907,菊坡書院,1119,宣和,南宋,,,鄞縣,121.542656,29.866316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,311,,
1190,2324,3329,菊坡書院,1238,嘉熙,南宋,,,增城,113.822543,23.35006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,328,,
1191,2325,3825,華掌書院,1262,景定,南宋,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中國古代書院發展史,14;36,"多个出處:中國古代書院發展史P14,36;宋代書院與宋代學術之關係P334;中國古代的書院制度P28.",
1192,2326,3042,華林書院,985,雍熙,南宋,,,奉新,115.377151,28.70723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,300,多个出處:宋代書院與宋代學術之關係P300;江西古代書院研究P225;元代書院之地理分佈P364.,
1193,2327,2881,菴山學舍,1119,宣和,南宋,,,撫州,116.3513413,27.98478127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,337,,
1194,2328,3772,萊山書院,1146,人慶,西夏,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中國古代書院發展史,13;35,"多个出處:中國古代書院發展史P13,35;宋代書院與宋代學術之關係P323;元代書院之地理分佈P385.",
1195,2329,3322,萬全書院,1235,端平,南宋,,,樂平,117.124092,28.964994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,江西古代書院研究,111,,
1196,2330,3386,萬坊書院,1262,景定,南宋,,,新建,115.89772,28.674896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,299,多个出處:宋代書院與宋代學術之關係P299;江西古代書院研究P113.,
1197,2331,3206,萬安野館,1181,天禧,西遼,,,[未詳],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,江西古代書院研究,108,,
1198,2332,2951,萬松書院,1119,宣和,南宋,,,麻城,115.108574,31.216593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,333,,
1199,2333,3565,萬竹書院,1300,大德,蒙古元,,,如皋,120.558662,32.384022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1200,2334,3711,董子書院,1355,至正,蒙古元,,,景州,116.532822,37.884556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,元代書院之地理分佈,399,多个出處:元代書院之地理分佈P399;中國古代的書院制度P50;中國書院制度考略P20.,
1201,2335,3662,蒨岡書院,1326,泰定,蒙古元,,,豐城,115.785782,28.197754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,江西古代書院研究,222,,
1202,2336,3384,蒲溪書院,1262,景定,南宋,,,都昌,116.189186,29.272564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,江西古代書院研究,113,,
1203,2337,2911,蓮溪書院,1119,宣和,南宋,,,豐城,115.785782,28.197754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,300,,
1204,2338,3453,蔡氏義學,1284,至元,蒙古元,,,瑞昌,115.65448,29.685339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,江西古代書院研究,218,,
1205,2339,3855,蕓住書院,1331,至順,蒙古元,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,江西古代書院研究,222,,
1206,2340,3208,薌山書院,1181,天禧,西遼,,,[未詳],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,江西古代書院研究,108,,
1207,2341,3149,薌林別墅,1146,人慶,西夏,,,[未詳],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,江西古代書院研究,107,,
1208,2342,3775,薌林書院別墅,1146,人慶,西夏,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,江西古代書院研究,107,,
1209,2343,3135,藍田書院,1146,人慶,西夏,,,[未詳],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中國古代書院發展史,12;35,"多个出處:中國古代書院發展史P12,35;宋代書院與宋代學術之關係P317.",
1210,2343,3194,藍田書院,1181,天禧,西遼,,,[未詳],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,317,多个出處:宋代書院與宋代學術之關係P317;元代書院之地理分佈P381.,
1211,2344,3829,藝堂書院,1269,咸淳,南宋,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中國古代書院發展史,11;34,"多个出處:中國古代書院發展史P11,34;宋代書院與宋代學術之關係P315;元代書院之地理分佈P376.",
1212,2345,3182,蘆峰書院,1169,乾道,南宋,,,建陽,118.10537,27.33988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,318,多个出處:宋代書院與宋代學術之關係P318;元代書院之地理分佈P383;中國古代的書院制度P28.,
1213,2346,3842,蘿峰書院,1300,大德,蒙古元,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1214,2347,3022,虎丘書院,1119,宣和,南宋,,,溫州路,120.6532211,28.01829147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中國古代的書院制度,29,,
1215,2348,3275,虎溪書院,1216,至寧,金,,,[未詳],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,299,多个出處:宋代書院與宋代學術之關係P299;江西古代書院研究P225.,
1216,2349,3574,虛谷書院,1300,大德,蒙古元,,,歙縣,118.433945,29.86577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1217,2350,3878,虞山書院,1269,咸淳,南宋,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中國古代書院發展史,10;31,"多个出處:中國古代書院發展史P10,31;宋代書院與宋代學術之關係P331;元代書院之地理分佈P388;中國古代的書院制度P30,50;中國書院制度考略P20.",
1218,2351,2900,虹橋書院,1119,宣和,南宋,,,定海,121.711716,29.953701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,312,,
1219,2352,3125,蜕齋書院,1146,人慶,西夏,,,[未詳],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,329,,
